id,label,f01|E:url[seminar],f02|#:text[abstract],f03|#:text[location],f04|#:text[LOCATION],f05|#:text[speaker],f06|#:text[SPEAKER],f07|#:text[date|time],f08|#:text[DATE|TIME],f09|#:tag[img],f10|#:text[tbc/tba],f11|#:tag[table],f12|#:url[neg_word],f13|#:text[seminar],f14|#ratio:text[LOCATION-TIME]
21918,2,1,0,0,0,0,0,1,0,5,0,0,0,8,0
21921,2,1,0,0,0,0,0,1,0,5,0,0,0,8,0
21926,2,1,0,2,1,0,0,2,0,5,0,0,0,7,1
21974,-1,0,0,0,0,0,0,1,1,2,0,1,0,0,0
22112,-1,1,0,4,2,0,0,2,3,10,0,1,0,15,0
22166,-1,0,0,1,1,1,0,2,0,2,0,0,0,0,1
22194,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22497,-1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
22593,-1,0,0,0,0,3,0,1,1,0,0,0,1,1,0
22606,-1,0,0,1,0,3,0,2,1,1,0,0,1,1,0
22794,-1,0,0,4,4,4,0,4,1,1,0,0,1,2,4
22800,-1,0,0,5,2,3,0,3,1,1,0,0,1,2,2
23008,-1,0,0,0,0,1,0,0,1,1,0,0,1,6,0
23010,-1,0,0,1,0,1,0,0,1,1,0,0,1,6,0
23018,1,2,1,8,6,1,0,0,1,15,0,2,0,11,6
23033,-1,0,2,12,1,0,0,16,2,3,0,1,0,0,0
23048,-1,0,0,1,0,1,0,0,1,1,0,0,1,7,0
23073,-1,0,0,4,6,2,0,0,16,1,0,0,1,11,0
23257,-1,0,1,2,4,2,2,3,28,8,0,0,1,2,0
23412,-1,0,0,1,0,2,0,0,1,2,0,0,1,0,0
23442,-1,0,0,1,0,1,0,0,4,2,0,0,1,0,0
23461,-1,0,0,1,0,4,0,3,3,2,0,0,1,0,0
23466,-1,0,2,14,1,1,0,17,3,4,0,2,0,0,0
23624,-1,0,0,11,2,0,0,15,1,3,0,1,0,2,2
23636,-1,0,3,11,0,0,0,16,0,3,0,1,0,0,0
23642,-1,0,5,11,0,0,0,15,1,3,0,1,0,0,0
23669,-1,0,0,13,0,1,1,15,1,3,0,1,0,1,0
23690,-1,0,0,11,1,0,0,15,1,3,0,1,0,3,1
23711,-1,0,0,1,0,1,0,0,4,2,0,0,1,0,0
23807,-1,0,1,5,1,9,2,4,47,2,0,0,1,5,0
23822,-1,0,0,1,0,2,0,0,4,4,0,0,1,1,0
23847,-1,0,0,11,0,2,0,15,1,4,0,1,0,0,0
23864,-1,0,2,11,6,1,0,15,1,4,0,1,0,0,6
23881,-1,0,0,11,0,0,0,16,0,2,0,0,0,0,0
23893,-1,0,2,13,2,3,3,5,33,7,0,0,1,3,0
23903,-1,0,2,3,2,3,2,1,29,7,0,0,1,2,0
23959,-1,0,1,3,2,2,2,1,28,7,0,0,1,2,0
23962,-1,0,1,3,2,2,2,1,28,7,0,0,1,2,0
23966,-1,0,1,5,2,3,2,4,29,7,0,0,1,2,0
24006,-1,0,2,6,2,2,2,3,28,7,0,0,1,2,0
24105,1,1,1,3,2,4,2,1,28,7,0,0,1,7,0
24107,-1,0,1,4,2,2,2,1,31,8,0,0,1,2,0
24132,-1,0,1,3,2,2,2,1,28,11,0,0,1,2,0
24143,-1,0,1,4,2,2,2,1,29,7,0,0,1,2,0
24146,-1,0,1,2,1,3,0,1,0,0,0,1,1,2,1
24148,-1,0,0,0,0,4,0,0,1,1,0,1,1,1,0
24171,-1,0,1,3,2,2,2,1,29,7,0,0,1,2,0
24179,-1,0,1,3,2,2,2,1,28,8,0,0,1,2,0
24214,-1,0,1,9,2,5,2,1,28,8,0,0,1,2,0
24260,-1,0,1,4,2,2,2,1,32,7,0,0,1,2,0
24262,-1,0,9,3,2,3,2,4,28,7,0,0,1,2,0
24264,-1,0,1,3,2,2,2,1,31,7,0,0,1,2,0
24266,-1,0,1,3,2,2,2,15,28,7,0,0,1,2,0
24354,-1,0,0,3,1,7,0,2,3,1,0,0,1,3,0
24362,-1,0,1,0,0,10,1,3,1,6,0,0,1,0,0
24384,-1,0,0,0,0,6,0,1,0,1,0,0,1,0,0
24391,-1,0,3,9,10,3,0,2,0,4,0,3,0,0,10
24541,-1,0,0,1,0,0,0,3,2,11,0,0,1,1,0
24924,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
25048,-1,0,0,2,4,0,0,1,0,0,0,0,0,0,4
25405,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25728,-1,0,0,2,0,0,0,0,1,39,0,8,0,3,0
25772,-1,1,0,7,1,1,1,5,0,9,0,1,0,4,1
26166,-1,0,0,0,0,0,0,1,0,6,0,0,0,4,0
26218,-1,0,1,9,0,5,2,1,0,12,0,0,1,1,0
26240,-1,0,0,0,0,4,0,2,2,3,0,0,0,2,0
26289,-1,0,0,0,0,1,0,0,0,2,0,0,0,1,0
26303,-1,0,0,2,0,2,0,1,3,1,0,0,0,1,0
26397,-1,0,1,5,4,4,5,4,2,0,0,0,0,2,2
26573,-1,0,0,18,0,2,0,0,0,4,0,0,1,0,0
26589,-1,0,0,4,0,3,0,0,1,5,0,0,1,0,0
26635,-1,0,0,0,0,2,0,0,1,0,0,0,1,0,0
26640,-1,0,0,0,0,4,0,1,1,0,0,0,1,0,0
26680,-1,0,0,19,4,10,8,9,19,16,0,0,1,6,0
26758,-1,0,1,17,22,27,2,22,15,13,0,0,1,2,1
26759,-1,0,2,15,5,17,3,12,15,15,0,0,1,12,0
27307,-1,0,1,0,0,0,0,1,0,2,0,1,0,0,0
29123,-1,0,1,0,1,0,0,1,0,2,0,1,0,0,1
29649,-1,0,1,0,1,0,0,1,0,2,0,1,0,0,1
29765,-1,0,1,0,1,0,0,1,0,2,0,1,0,0,1
30117,-1,0,1,0,0,0,0,1,0,2,0,1,0,0,0
30738,-1,0,1,3,0,5,0,6,0,3,0,1,1,1,0
30938,-1,0,0,7,0,0,0,0,0,6,0,0,1,0,0
30961,-1,0,0,2,0,0,1,0,0,3,0,0,1,1,0
30986,-1,0,0,2,0,1,0,0,0,3,0,0,1,0,0
31031,-1,0,1,10,0,4,0,0,0,8,0,0,1,0,0
31058,-1,0,0,2,0,2,0,0,0,2,0,0,1,0,0
31085,-1,0,2,7,4,12,0,14,1,7,0,0,0,3,4
31187,-1,0,0,0,0,3,0,0,0,3,0,0,0,1,0
31188,-1,0,0,0,0,2,0,0,0,2,0,0,0,1,0
31190,-1,0,0,1,0,0,4,1,1,6,0,0,0,2,0
31199,-1,0,0,0,0,3,0,0,0,3,0,0,0,1,0
31211,-1,0,0,1,0,1,0,1,7,2,0,0,0,4,0
31225,-1,0,0,1,0,2,1,2,7,1,0,0,0,8,0
31243,-1,0,0,1,1,1,0,0,5,1,0,0,0,6,0
31265,-1,0,0,0,0,1,3,0,6,1,0,0,0,7,0
31269,-1,0,1,32,14,57,7,36,31,42,0,0,0,11,0
31272,-1,0,2,42,11,32,4,44,50,29,0,0,0,16,0
31301,-1,0,0,1,0,2,3,0,6,1,0,0,0,6,0
31305,-1,0,0,4,0,4,0,6,5,2,0,0,0,1,0
31306,-1,0,0,1,0,2,4,3,6,1,0,0,0,8,0
31318,-1,0,0,2,0,2,0,16,3,1,0,0,1,0,0
31331,2,2,0,2,0,5,1,2,6,1,0,0,0,15,0
31333,2,2,0,1,1,1,0,3,31,1,0,0,0,9,0
31433,-1,0,1,8,8,8,6,1,10,1,0,1,1,28,0
31470,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
31603,-1,1,0,0,0,1,0,0,2,0,0,0,1,9,0
31637,-1,0,0,0,0,1,0,1,2,0,0,0,1,0,0
31826,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32052,-1,1,0,0,0,0,0,0,0,7,0,0,0,0,0
32156,-1,0,1,7,0,2,0,1,0,1,0,0,0,0,0
32158,-1,0,0,2,0,0,0,2,1,1,0,0,0,2,0
32159,-1,0,0,3,0,0,0,1,0,6,0,1,0,0,0
32169,-1,0,1,7,0,2,0,1,0,0,0,0,0,0,0
32172,-1,0,0,3,0,2,2,2,0,1,0,0,0,3,0
32177,-1,0,0,2,0,0,0,2,1,0,0,0,0,2,0
32180,-1,0,0,3,0,2,2,2,0,0,0,0,0,3,0
32222,-1,0,0,2,0,1,3,1,0,1,0,0,0,1,0
32260,-1,0,0,7,0,14,1,17,1,1,0,1,0,0,0
32295,-1,0,0,1,0,2,0,0,0,1,0,0,1,0,0
32303,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32313,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32319,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32321,-1,0,0,2,0,0,0,1,0,2,0,0,0,0,0
32323,-1,0,0,2,0,1,0,2,0,2,0,0,0,0,0
32328,-1,0,0,3,0,0,0,1,0,6,0,1,0,0,0
32332,-1,0,0,1,0,0,0,0,4,0,0,0,0,0,0
32334,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32337,-1,0,0,2,1,0,0,1,0,2,0,0,0,2,1
32338,-1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
32339,-1,0,0,2,0,0,0,1,0,2,0,0,0,0,0
32340,-1,0,0,4,0,0,0,1,2,2,0,0,0,0,0
32341,-1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
32342,-1,0,0,2,0,1,0,2,0,1,0,0,0,0,0
32344,-1,0,2,2,0,0,0,2,1,2,0,0,0,0,0
32345,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32348,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32350,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32351,-1,0,0,2,0,0,0,2,0,1,0,0,0,0,0
32352,-1,0,0,3,0,0,0,1,0,2,0,0,0,0,0
32353,-1,0,0,3,8,2,1,2,2,2,0,0,0,0,4
32355,-1,0,0,3,0,0,0,1,0,6,0,1,0,0,0
32358,-1,0,0,12,11,2,0,0,0,0,0,13,0,4,11
32359,-1,0,2,2,0,0,0,2,1,1,0,0,0,0,0
32361,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32363,-1,0,0,3,0,0,0,1,0,5,0,1,0,0,0
32364,-1,0,0,2,1,0,0,1,0,1,0,0,0,2,1
32365,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32366,-1,0,0,3,0,0,0,1,0,1,0,0,0,0,0
32368,-1,0,0,4,0,0,0,1,2,1,0,0,0,0,0
32373,-1,0,0,3,0,0,0,1,0,5,0,1,0,0,0
32377,-1,0,0,3,8,2,1,2,2,1,0,0,0,0,4
32430,-1,0,1,3,0,1,0,1,0,1,0,0,0,0,0
32434,-1,0,1,3,0,1,0,1,0,1,0,0,0,0,0
32436,-1,0,1,3,0,1,0,1,0,1,0,0,0,0,0
32465,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32471,-1,0,4,2,0,0,12,1,2,1,0,0,0,0,0
32473,-1,0,6,2,0,0,11,1,2,0,0,0,0,0,0
32486,-1,0,12,2,1,0,8,1,1,1,0,0,0,0,1
32518,-1,0,2,2,0,1,2,9,2,0,0,0,0,0,0
32524,-1,0,6,2,0,0,10,1,2,1,0,0,0,0,0
32532,-1,0,2,1,0,1,0,9,1,1,0,0,0,0,0
32566,-1,0,2,1,0,2,7,9,1,2,0,0,0,0,0
32571,-1,0,2,2,0,1,0,9,1,1,0,0,0,0,0
32577,-1,0,3,2,0,2,4,9,2,1,0,0,0,1,0
32698,-1,0,1,3,0,1,0,3,2,1,0,0,0,0,0
32703,-1,0,1,3,0,1,0,2,1,2,0,0,0,0,0
32712,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32779,-1,0,2,3,0,1,0,1,4,1,0,0,0,0,0
32784,-1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
32785,-1,0,1,3,0,1,1,1,0,1,0,0,0,0,0
32832,-1,0,1,3,0,2,0,1,2,0,0,0,0,0,0
32838,-1,0,10,3,0,1,0,1,3,1,0,0,0,0,0
32881,-1,0,4,2,0,0,0,1,0,1,0,0,0,0,0
32888,-1,0,0,2,0,0,9,1,6,1,0,0,0,0,0
32907,-1,0,2,2,0,0,2,2,2,1,0,0,0,0,0
32920,-1,0,4,2,0,0,2,3,1,1,0,0,0,0,0
32941,-1,0,3,2,0,0,1,1,1,1,0,0,0,0,0
33066,-1,0,0,1,0,0,1,0,0,5,0,0,0,0,0
33079,2,1,0,3,2,1,0,1,0,3,1,1,0,16,2
33089,-1,0,0,1,0,0,1,0,0,3,0,0,0,0,0
33098,2,1,1,61,60,1,15,0,0,3,6,1,0,81,60
33099,2,1,3,60,59,1,12,0,1,3,17,1,0,117,59
33100,2,1,1,30,27,1,8,1,0,3,11,1,0,106,27
33101,2,1,0,19,24,1,9,0,0,3,7,1,0,52,24
33102,2,1,0,68,67,1,13,0,0,3,17,1,0,111,67
33103,2,1,2,53,49,1,12,2,0,3,6,1,0,146,49
33104,2,1,1,50,49,1,3,0,0,3,6,1,0,97,49
33105,2,1,0,14,13,1,2,0,0,3,0,1,0,42,13
33106,2,1,0,4,3,1,2,1,0,3,1,1,0,25,3
33107,2,1,0,3,2,1,0,0,0,3,0,1,0,16,2
33109,2,1,0,3,2,1,0,0,0,3,0,1,0,16,2
33110,2,1,2,10,9,1,0,0,0,3,0,1,0,30,9
33112,2,1,0,15,13,1,0,1,0,3,1,1,0,37,13
33115,2,1,0,7,6,1,0,0,0,3,1,1,0,25,6
33143,2,1,0,12,10,1,0,1,1,3,7,1,0,17,10
33207,-1,0,2,2,2,7,1,13,1,0,0,0,0,1,2
33650,-1,0,1,0,0,1,0,0,0,7,0,0,0,0,0
33971,1,1,0,1,0,2,0,0,4,1,0,0,1,7,0
34643,-1,0,0,0,0,0,0,0,0,7,0,20,0,0,0
34855,-1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
34931,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34980,-1,0,0,2,0,2,0,0,0,2,0,0,1,5,0
34982,-1,0,0,0,0,5,4,1,0,2,0,0,1,4,0
35061,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35068,-1,0,0,5,7,6,0,3,0,1,0,0,1,0,7
35070,-1,0,0,11,5,15,9,6,18,15,0,0,1,6,0
35174,-1,0,0,0,0,3,0,0,1,1,0,0,1,0,0
35199,-1,0,0,0,0,1,0,2,2,0,0,0,1,0,0
35254,-1,0,0,1,0,7,0,1,6,1,0,1,1,0,0
35456,2,1,0,26,38,0,0,0,23,4,1,1,0,17,1
35467,-1,1,0,28,38,4,8,0,8,8,0,1,0,17,4
35472,-1,1,0,25,38,1,1,0,5,4,0,1,0,16,7
35720,-1,0,0,0,0,0,0,1,0,8,0,0,0,1,0
35727,2,1,2,17,24,5,65,1,24,58,2,0,0,39,1
35834,-1,1,0,0,0,1,0,0,0,3,0,3,0,13,0
35836,-1,1,0,0,0,0,0,0,0,0,0,1,0,2,0
35847,-1,1,0,0,0,2,13,0,0,3,0,3,0,13,0
35850,-1,1,0,0,0,1,0,0,0,3,0,3,0,12,0
35877,-1,0,0,0,0,0,0,0,0,6,0,1,0,0,0
35975,-1,0,0,21,20,1,3,6,8,6,0,0,0,9,2
36481,-1,0,1,0,0,0,0,0,2,4,0,4,0,0,0
36774,1,1,0,11,13,2,2,11,2,8,2,0,0,20,6
36790,1,1,1,11,13,2,0,12,2,7,0,0,0,19,6
37343,-1,2,0,19,22,2,0,12,1,12,0,0,0,16,22
37382,2,1,0,11,13,2,0,11,1,8,1,0,0,19,13
37696,-1,0,0,10,13,2,0,11,7,13,0,0,0,13,1
37714,1,1,1,11,13,2,0,13,6,7,0,0,0,24,2
37719,1,1,0,11,13,2,1,12,5,7,1,0,0,21,2
37933,2,0,0,1,0,1,0,3,6,16,0,1,0,28,0
37992,1,1,1,18,16,2,1,11,3,7,0,0,0,17,5
38031,2,1,0,10,13,6,2,11,2,7,0,0,0,21,6
38182,-1,0,0,10,13,2,0,11,0,8,2,0,0,10,13
38391,2,1,9,16,13,2,0,23,9,7,1,0,0,36,1
38857,2,1,10,11,13,2,0,21,10,7,0,0,0,22,1
38860,2,1,10,12,13,2,2,21,10,7,0,0,0,22,1
38861,2,1,2,13,15,4,0,21,2,7,0,0,0,23,7
38863,2,1,11,13,13,2,0,23,10,7,0,0,0,39,1
38864,2,1,10,25,27,2,1,21,11,7,2,0,0,21,2
39258,2,1,6,11,13,2,0,24,6,7,0,0,0,31,2
39259,2,1,10,18,13,2,0,23,10,7,0,0,0,39,1
39260,2,1,10,14,13,2,0,29,11,7,0,0,0,41,1
39261,2,1,11,11,13,2,0,28,10,7,0,0,0,39,1
39262,2,1,11,13,13,2,0,25,10,7,1,0,0,35,1
39263,2,1,11,11,13,2,0,22,10,7,0,0,0,40,1
39264,2,1,11,12,13,3,0,24,10,7,0,0,0,43,1
39265,2,1,10,14,13,2,0,24,11,7,0,0,0,37,1
39266,2,1,10,11,13,2,0,21,10,7,0,0,0,41,1
39407,2,1,11,17,13,3,0,22,10,7,0,0,0,41,1
39408,2,1,12,14,13,2,0,25,10,7,0,0,0,36,1
39409,2,1,12,11,13,2,0,26,10,7,0,0,0,40,1
39425,2,1,10,13,13,2,0,24,12,7,0,0,0,36,1
39426,2,1,10,11,13,2,0,22,10,7,0,0,0,37,1
39427,2,1,11,11,13,2,0,21,11,7,0,0,0,38,1
39428,2,1,10,12,13,2,0,22,11,7,0,0,0,42,1
39429,2,1,10,11,13,2,0,27,10,7,1,0,0,37,1
39430,2,1,10,13,13,3,0,27,13,7,0,0,0,41,1
39431,2,1,10,15,15,2,0,23,10,7,0,0,0,41,1
39432,2,1,11,16,13,3,0,25,12,7,0,0,0,36,1
39517,2,1,10,12,13,2,2,21,10,7,0,0,0,22,1
39520,2,1,2,11,13,2,0,21,2,7,0,0,0,21,6
39541,2,1,2,11,13,2,0,21,2,7,0,0,0,21,6
39598,2,1,10,11,13,2,0,21,10,7,0,0,0,22,1
39599,2,1,8,11,13,2,0,21,8,7,0,0,0,21,1
39660,2,1,8,11,13,2,0,21,8,7,0,0,0,21,1
39977,-1,0,0,10,13,2,0,11,0,8,0,0,0,10,13
40282,1,0,1,10,13,2,0,11,1,7,0,0,0,11,13
40536,2,1,10,11,13,2,3,22,10,7,0,0,0,43,1
40577,2,1,10,12,13,2,0,24,12,7,0,0,0,37,1
40578,2,1,16,16,15,8,14,25,10,7,0,0,0,50,1
40621,2,1,10,12,13,2,0,22,11,7,0,0,0,37,1
40929,2,1,10,12,13,2,0,27,10,7,0,0,0,37,1
40930,2,1,11,12,13,2,0,23,10,7,0,0,0,44,1
40931,2,1,10,13,13,2,0,23,11,7,0,0,0,42,1
40932,2,1,10,11,13,2,0,23,10,7,0,0,0,37,1
40933,2,1,13,19,13,2,4,29,10,7,0,0,0,38,1
40934,2,1,11,12,13,2,9,21,11,7,1,0,0,43,1
40951,2,1,10,11,13,2,3,22,10,7,0,0,0,43,1
40952,2,1,11,12,13,2,3,23,11,7,0,0,0,37,1
40953,2,1,12,13,13,2,0,26,11,7,0,0,0,39,1
41009,2,1,11,12,13,2,3,23,11,7,0,0,0,37,1
41010,2,1,10,26,13,2,1,24,14,7,0,0,0,36,0
41075,2,1,5,11,13,2,0,22,10,7,0,0,0,35,1
41259,2,1,9,11,13,2,0,21,8,7,0,0,0,32,1
41264,2,1,11,11,13,3,0,22,10,7,0,0,0,37,1
41265,2,1,10,11,13,2,0,24,10,7,0,0,0,37,1
41266,2,1,9,14,13,2,0,23,10,7,0,0,0,39,1
41288,2,1,10,13,13,4,1,25,10,7,0,0,0,38,1
41291,2,1,10,11,13,2,0,21,10,7,0,0,0,35,1
41560,1,0,1,11,13,4,0,11,1,7,0,0,0,11,13
42330,2,1,11,18,13,2,0,24,11,7,1,0,0,25,1
42448,2,1,10,11,13,2,3,21,10,7,1,0,0,22,1
42499,2,1,10,11,13,2,3,21,10,7,1,0,0,22,1
42715,2,1,12,11,13,2,0,22,10,7,1,0,0,43,1
43532,2,1,14,14,13,2,1,22,10,7,0,0,0,43,1
43535,2,1,10,11,13,2,0,21,10,7,0,0,0,36,1
43749,2,1,2,21,23,2,1,22,10,7,1,0,0,36,2
44662,2,1,11,17,13,2,10,26,10,7,0,0,0,40,1
45223,-1,1,0,10,13,6,2,11,2,7,0,0,0,21,6
45429,2,1,10,11,13,2,1,21,10,7,0,0,0,38,1
45430,2,1,11,11,13,2,0,21,10,7,0,0,0,36,1
45434,2,1,10,11,13,2,0,22,10,7,0,0,0,37,1
45435,2,1,10,11,13,2,0,22,10,7,0,0,0,37,1
45641,1,1,1,11,13,2,1,11,0,8,0,0,0,19,13
45687,2,1,10,11,13,2,0,21,10,7,0,0,0,35,1
45688,2,1,14,17,13,3,0,24,10,7,0,0,0,42,1
45969,-1,0,0,1,1,4,2,3,0,9,0,0,0,1,1
46204,-1,1,0,2,1,1,1,0,2,6,0,0,0,7,0
46360,-1,0,0,1,1,1,1,1,0,7,0,0,0,0,1
46383,-1,0,0,0,1,0,1,2,0,8,0,0,0,1,1
46473,-1,0,27,6,5,21,11,8,0,13,0,0,0,5,5
46486,-1,0,0,3,1,11,3,2,6,10,0,0,0,3,0
46547,2,1,2,3,3,0,1,1,7,11,0,0,0,6,0
46781,-1,0,0,0,1,0,0,1,0,9,0,0,0,0,1
46791,-1,0,56,9,1,3,9,11,1,13,0,0,0,7,1
47311,1,1,0,2,1,3,0,5,0,1,0,0,0,3,1
47326,-1,0,0,4,5,1,1,0,0,4,0,0,0,0,5
47625,2,1,0,4,6,3,6,5,8,6,0,0,0,19,0
47634,2,1,0,3,5,1,3,6,9,6,0,0,0,26,0
47661,2,1,0,3,5,1,3,2,5,6,0,0,0,18,1
47776,-1,0,2,0,5,3,10,1,9,2,0,0,0,0,0
